seed,tau,g,base_acc,ph_true,amb_true,beta,loss_gain,d_acc
2,0.804677997935902,4.4386138916015625,0.65275,0.29627670888956364,0.2616225959976126,0.65,0.6993281944174713,0.05349999999999999
2,0.907016996903853,3.6448516845703125,0.667,0.2464512709593282,0.2853327342410416,0.625,0.47691476859016635,0.044749999999999956
2,1.009355995871804,2.9179534912109375,0.66975,0.19527808538843078,0.3106266680513234,0.675,0.3310378466619258,0.043500000000000094
2,1.111694994839755,2.3710479736328125,0.651,0.15827827268280437,0.3379408018535828,0.525,0.2668304684486597,0.02674999999999994
2,1.214033993807706,1.9498748779296875,0.653,0.1317383161801421,0.36226380104652384,0.525,0.1824351683927989,0.02749999999999997
2,1.316372992775657,1.5639495849609375,0.65375,0.09452513439342655,0.3885865373414329,0.525,0.10221833882430305,0.02299999999999991
2,1.4187119917436077,1.1998748779296875,0.6625,0.06503121684674293,0.40050937856659846,0.275,0.05134904565842723,0.0022499999999999742
2,1.5210509907115588,0.7850494384765625,0.658,0.03234676917484028,0.4248518090553262,0.225,0.018486173138046035,0.0024999999999999467
2,1.6233899896795099,0.4712371826171875,0.66125,0.012989106914149328,0.4416285499391063,0.125,0.0035361530166499256,-0.000500000000000056
2,1.725728988647461,0.0088043212890625,0.6575,5.4282723749594394e-06,0.4588814810293883,0.0,0.0,0.0
3,0.6,4.5658111572265625,0.65025,0.37868146607780667,0.20474646730480112,0.75,0.9388746163950318,0.10999999999999999
3,0.7090149966153232,3.6848297119140625,0.638,0.34895346918095993,0.23489157960446416,0.75,0.7958254271305194,0.11699999999999999
3,0.8180299932306463,3.0430755615234375,0.64125,0.2876540438489892,0.2637054133614,0.7250000000000001,0.5683756517992553,0.10075
3,0.9270449898459694,2.5553741455078125,0.6425,0.24851462833463492,0.2895209046007872,0.675,0.4364689815388425,0.06975000000000009
3,1.0360599864612925,2.1041107177734375,0.6415,0.20077967926108745,0.3246261272339529,0.625,0.3039321958341346,0.04625000000000001
3,1.1450749830766158,1.7381744384765625,0.6305,0.1716005108737233,0.35018940186706116,0.65,0.2720530048488577,0.047250000000000014
3,1.254089979691939,1.4479827880859375,0.6245,0.13135520442139528,0.3758512843210393,0.65,0.18013802801091977,0.03874999999999995
3,1.363104976307262,1.1918792724609375,0.65375,0.09665825975709652,0.39033501531535775,0.35000000000000003,0.10089491636518257,0.01924999999999999
3,1.4721199729225853,0.9145660400390625,0.645,0.06207077197738326,0.4186836954309762,0.325,0.05239461444271829,0.010000000000000009
3,1.5811349695379082,0.6189117431640625,0.63825,0.03390117230820327,0.4374900333800616,0.17500000000000002,0.012313911420533629,0.0035000000000000586
3,1.6901499661532315,0.3307952880859375,0.65775,0.010662133705900648,0.45012865498463156,0.1,0.003164319453675735,0.0017500000000000293
3,1.7991649627685549,1.52587890625e-05,0.6275,2.599170362384375e-11,0.47948883411084026,0.05,0.0006315510672832038,0.0012500000000000844
4,0.6,2.5320892333984375,0.666,0.28708258387890917,0.2341465913944807,0.675,0.442987236021545,0.08949999999999991
4,0.675490327314897,2.1525726318359375,0.6575,0.23797988502681108,0.26303274042393193,0.675,0.3536384218028959,0.06900000000000006
4,0.750980654629794,1.8438873291015625,0.64825,0.21456775578449652,0.29208018091828813,0.7000000000000001,0.2505173803523116,0.07850000000000001
4,0.8264709819446909,1.6047821044921875,0.66225,0.1712906755643643,0.3060203742913169,0.525,0.1992772327716714,0.03925000000000001
4,0.901961309259588,1.3877105712890625,0.654,0.1490883215721742,0.3356829358806391,0.5750000000000001,0.17559129512843116,0.035250000000000004
4,0.977451636574485,1.2039031982421875,0.6535,0.1229177523735643,0.3526096358374072,0.47500000000000003,0.11186181009438181,0.027750000000000052
4,1.052941963889382,1.0124359130859375,0.65075,0.0999144809784636,0.37833833294342184,0.42500000000000004,0.08347400900768677,0.02474999999999994
4,1.128432291204279,0.8351898193359375,0.65025,0.0681939749922164,0.39596001817782667,0.375,0.049741288960490675,0.014499999999999957
4,1.203922618519176,0.7273712158203125,0.64,0.057087318910724764,0.4172737253913426,0.225,0.028344513212783917,0.005750000000000033
4,1.279412945834073,0.5648345947265625,0.6415,0.038029380706212805,0.4347833060043372,0.25,0.014699759151406417,0.003250000000000086
4,1.35490327314897,0.4225921630859375,0.63575,0.021150904911015025,0.44418413771388204,0.225,0.005300411144180092,0.004749999999999921
4,1.430393600463867,0.0099334716796875,0.66025,1.2623088049616947e-05,0.4628118899740129,0.025,-0.0004281168312078761,0.00024999999999997247
5,0.6,3.9169464111328125,0.65175,0.365201541754469,0.18468671804617373,0.7000000000000001,0.7192823383939624,0.10299999999999998
5,0.7252399444580078,3.1164703369140625,0.64925,0.3105081670979751,0.222268191391085,0.675,0.5210121766373161,0.09399999999999997
5,0.8504798889160156,2.5400543212890625,0.6345,0.2742566343957849,0.2596898817613028,0.75,0.39390128359363363,0.10300000000000009
5,0.9757198333740233,2.1104888916015625,0.65125,0.2214351807118964,0.28725819201317215,0.6000000000000001,0.269549498390389,0.07050000000000001
5,1.1009597778320312,1.7318878173828125,0.645,0.17664158254008433,0.3196947142827461,0.525,0.18862093937908114,0.04049999999999998
5,1.226199722290039,1.4481353759765625,0.649,0.1393443549383634,0.34650147968404504,0.42500000000000004,0.13084275415017213,0.025249999999999995
5,1.3514396667480466,1.2282562255859375,0.6435,0.10575836039022642,0.3645859663941758,0.45,0.09678488686927147,0.02750000000000008
5,1.4766796112060545,1.0103912353515625,0.64275,0.07766515749093837,0.396381439308444,0.42500000000000004,0.05696815407434123,0.02124999999999999
5,1.6019195556640624,0.8258819580078125,0.6315,0.06123985539451403,0.4204097658349029,0.30000000000000004,0.04229748320185919,0.010750000000000037
5,1.7271595001220703,0.6261444091796875,0.64225,0.0356090844776745,0.43768834409800594,0.25,0.012442806550573627,0.0015000000000000568
5,1.8523994445800778,0.4048004150390625,0.65025,0.01631429127331861,0.4521628200449386,0.025,0.0016247200501173815,0.00024999999999997247
5,1.9776393890380857,0.1615753173828125,0.626,0.002744750724400888,0.4771933283972461,0.125,-9.013078681466291e-05,-0.0007500000000000284
6,0.6,3.9452667236328125,0.65175,0.3569589030965901,0.19237155816721657,0.775,0.7227501386723302,0.12124999999999997
6,0.712601020119407,3.2198028564453125,0.672,0.293665181989623,0.2206534374821473,0.775,0.45354982338970345,0.10549999999999993
6,0.8252020402388139,2.6495513916015625,0.663,0.254579865080183,0.2525454341712148,0.675,0.376755177040264,0.07124999999999992
6,0.9378030603582208,2.2278900146484375,0.6595,0.22482036725687132,0.2792396836488798,0.5750000000000001,0.2834483347657467,0.049250000000000016
6,1.0504040804776278,1.8914947509765625,0.6635,0.17253195107785604,0.3105707870293719,0.5750000000000001,0.17902850866173753,0.039000000000000035
6,1.1630051005970348,1.6075897216796875,0.65825,0.1467133806957605,0.3413070631891254,0.6000000000000001,0.14303937951174767,0.03949999999999998
6,1.2756061207164417,1.3284454345703125,0.67225,0.10976119373975292,0.3579571186793763,0.45,0.08184365226113223,0.02124999999999999
6,1.3882071408358487,1.0741424560546875,0.65375,0.08147766703901474,0.38845757439207956,0.42500000000000004,0.06809795415899735,0.01649999999999996
6,1.5008081609552557,0.8769989013671875,0.6435,0.05965207738681502,0.4120971028575558,0.35000000000000003,0.04301514658331311,0.011250000000000093
6,1.6134091810746627,0.6823883056640625,0.66375,0.040274503608022365,0.42601060998651685,0.2,0.019651315238487954,0.000500000000000056
6,1.7260102011940694,0.4396820068359375,0.66125,0.017043380020027976,0.44720638957562536,0.17500000000000002,0.0034495388443519376,-0.0007500000000000284
6,1.8386112213134767,0.0305023193359375,0.65725,8.662453832293332e-05,0.4596165072577344,0.07500000000000001,-0.002698321422714991,0.0
7,0.6,5.2269439697265625,0.64425,0.438249115125079,0.1753620989319182,0.7250000000000001,1.3776576215542997,0.10999999999999999
7,0.7369901136918501,4.1332244873046875,0.653,0.36897531389713056,0.2027217432343164,0.75,0.9471319931770089,0.12124999999999997
7,0.8739802273837003,3.2597503662109375,0.6595,0.3051338660442883,0.23964008959319755,0.7250000000000001,0.6828445172056503,0.09250000000000003
7,1.0109703410755504,2.6225128173828125,0.65225,0.26390209942510207,0.2741460259684331,0.7250000000000001,0.5164214829674041,0.07599999999999996
7,1.1479604547674005,2.0956573486328125,0.66175,0.20389896761831347,0.3023519147871238,0.65,0.33323389655709845,0.04625000000000001
7,1.2849505684592506,1.6627044677734375,0.6505,0.15957904410419166,0.3313954029828625,0.45,0.2167986734531347,0.032500000000000084
7,1.4219406821511007,1.3544769287109375,0.65525,0.12696189478267267,0.3566421567367708,0.45,0.14920552079946864,0.022750000000000048
7,1.5589307958429508,1.0680999755859375,0.6495,0.09187373652294807,0.3835911686567921,0.5,0.10406079448963286,0.028249999999999997
7,1.695920909534801,0.8051300048828125,0.65875,0.06200051110976551,0.40785459167307614,0.375,0.04728764859023013,0.012250000000000094
7,1.832911023226651,0.5637359619140625,0.65725,0.03274001611123896,0.43277352161501775,0.15000000000000002,0.011165992801667567,0.0017500000000000293
7,1.969901136918501,0.3277130126953125,0.65,0.011615024732960971,0.44927501443623125,0.025,0.0010359150956326655,-0.000500000000000056
7,2.1068912506103517,0.0052032470703125,0.649,3.521418938593905e-06,0.4684826329748895,0.025,-0.0004928494647791876,-0.000500000000000056
8,0.6,5.0526885986328125,0.65575,0.40350677016428227,0.16343254659803194,0.8,0.934974569169116,0.13549999999999995
8,0.7331353967840021,4.0037078857421875,0.65,0.35147064016970525,0.2001902165210013,0.8,0.7329138413277629,0.13549999999999995
8,0.8662707935680043,3.2533416748046875,0.64825,0.30035431411337266,0.23981120794634106,0.775,0.49953229109721214,0.11224999999999996
8,0.9994061903520064,2.6699676513671875,0.652,0.2447236575322857,0.26768611370050893,0.6000000000000001,0.3934678044328883,0.04625000000000001
8,1.1325415871360085,2.2292022705078125,0.6515,0.2029235771989534,0.295108543412599,0.525,0.2787450906551543,0.03700000000000003
8,1.2656769839200106,1.8116302490234375,0.647,0.16064481808978442,0.3259201780422129,0.525,0.1948107838194067,0.03425
8,1.3988123807040127,1.4876251220703125,0.64275,0.12188521158527513,0.35590918412480255,0.5,0.1183729288336959,0.035499999999999976
8,1.531947777488015,1.2173309326171875,0.65525,0.09098523704953498,0.3805984909610161,0.30000000000000004,0.07327302919220938,0.013000000000000012
8,1.665083174272017,0.9886932373046875,0.65425,0.06813954895016855,0.40483951833929516,0.30000000000000004,0.04463366844983281,0.010499999999999954
8,1.7982185710560192,0.7297821044921875,0.65875,0.039505572524954076,0.4236561028077047,0.25,0.009712671950318823,0.0045000000000000595
8,1.9313539678400211,0.4510040283203125,0.63975,0.016512935607985817,0.4475186409711965,0.15000000000000002,0.005984707069917385,0.0024999999999999467
8,2.0644893646240234,0.0057220458984375,0.65175,2.89723398623439e-06,0.4656855277213415,0.0,0.0,0.0
9,0.6,2.5225982666015625,0.657,0.29607853887937446,0.22924528674145742,0.8,0.4601487853077156,0.11949999999999994
9,0.6799134341153231,2.1069183349609375,0.658,0.25942363199471874,0.257698589567845,0.625,0.33957845586580554,0.061999999999999944
9,0.7598268682306463,1.8037567138671875,0.65075,0.21666293790795824,0.285857825277482,0.6000000000000001,0.26933905355883986,0.055749999999999966
9,0.8397403023459695,1.5683746337890625,0.64175,0.20369787123028374,0.30292082758290706,0.5750000000000001,0.2125762545560532,0.05724999999999991
9,0.9196537364612927,1.3461761474609375,0.65025,0.16563469781736595,0.32471139160041235,0.5,0.15703763364332352,0.03675000000000006
9,0.9995671705766158,1.1590118408203125,0.6385,0.13533118416340784,0.3589812676622774,0.5,0.12965209227693114,0.032500000000000084
9,1.079480604691939,1.0055389404296875,0.644,0.1115331212863848,0.375444041913277,0.375,0.0885291018989979,0.017249999999999988
9,1.159394038807262,0.8012847900390625,0.6475,0.07766932042222448,0.38955675849767546,0.4,0.060483126520403455,0.01824999999999999
9,1.2393074729225853,0.6493377685546875,0.65675,0.05144136843307822,0.4105188533133601,0.325,0.025326949684506453,0.009000000000000008
9,1.3192209070379084,0.4783782958984375,0.67275,0.030752784403276813,0.42852823319183836,0.17500000000000002,0.0038608456358135567,0.003250000000000086
9,1.3991343411532315,0.3184051513671875,0.65525,0.0139151556834776,0.44907956769948726,0.2,-0.0034570821429477897,0.004750000000000032
9,1.4790477752685547,0.0393218994140625,0.66375,0.00022318064629989415,0.4625559264474291,0.0,0.0,0.0
