study,bench,name,seed,cond,arm,rep,noise,pool_frac,policy,chosen,k,beta,n_pool,n_fit,n_conf,n_test,base_metric,gate_metric_delta,blanket_metric_delta,base_accuracy,gate_accuracy,joint_harm,blanket_joint_harm,apply_rate,target_accuracy
origin,drugban,bindingdb,s42,prot25,source_matched,0,,,hard,hard,50,0.525,2371,2371,2371,1779,0.5029167481814787,0.0,0.04847442382790168,0.5289488476672288,0.5289488476672288,0.0,0.38055087127599774,0.0,0.5458122540753232
origin,drugban,bindingdb,s42,prot25,source_matched,0,,,cross_mask,cross_mask,50,0.8,2371,2371,2371,1779,0.5029167481814787,0.06575132943247897,0.07232925716928063,0.5289488476672288,0.5767284991568297,0.07869589657110736,0.41708825182686904,0.20629567172568858,0.5801011804384486
origin,drugban,bindingdb,s42,prot25,source_matched,1,,,selected,hard,50,0.4,2371,2371,2371,1779,0.5029167481814787,0.05501042966139802,0.08024995617255559,0.5289488476672288,0.5716694772344013,0.12984822934232715,0.4035975267003935,0.3226531759415402,0.5767284991568297
origin,drugban,bindingdb,s42,prot25,source_matched,1,,,hard,hard,50,0.4,2371,2371,2371,1779,0.5029167481814787,0.05501042966139802,0.08024995617255559,0.5289488476672288,0.5716694772344013,0.12984822934232715,0.4035975267003935,0.3226531759415402,0.5767284991568297
origin,drugban,bindingdb,s42,prot25,source_matched,1,,,cross_mask,cross_mask,50,0.7250000000000001,2371,2371,2371,1779,0.5029167481814787,0.047710937043464074,0.06998163058418805,0.5289488476672288,0.567734682405846,0.12366498032602585,0.3760539629005059,0.3102866779089376,0.5874086565486228
origin,drugban,bindingdb,s42,prot25,source_matched,2,,,selected,hard,50,0.55,2371,2371,2371,1779,0.5029167481814787,-0.0002528017805376592,0.049331917304599404,0.5289488476672288,0.5289488476672288,0.0022484541877459247,0.3844856661045531,0.0039347948285553686,0.5621135469364812
origin,drugban,bindingdb,s42,prot25,source_matched,2,,,hard,hard,50,0.55,2371,2371,2371,1779,0.5029167481814787,-0.0002528017805376592,0.049331917304599404,0.5289488476672288,0.5289488476672288,0.0022484541877459247,0.3844856661045531,0.0039347948285553686,0.5621135469364812
origin,drugban,bindingdb,s42,prot25,source_matched,2,,,cross_mask,cross_mask,50,0.7000000000000001,2371,2371,2371,1779,0.5029167481814787,0.04984006158708698,0.05145850112680994,0.5289488476672288,0.5519955030916245,0.14727374929735806,0.40978077571669475,0.35132096683530073,0.5716694772344013
origin,drugban,bindingdb,s42,scaffold_prot50,deployment,0,,,selected,hard,5,0.875,2371,2371,2371,1779,0.5224720457126597,0.3278934370625195,0.34377612179202155,0.5278246205733558,0.7942664418212478,0.11073636874648679,0.23440134907251264,0.7436762225969646,0.7914558740865655
origin,drugban,bindingdb,s42,scaffold_prot50,deployment,0,,,hard,hard,5,0.875,2371,2371,2371,1779,0.5224720457126597,0.3278934370625195,0.34377612179202155,0.5278246205733558,0.7942664418212478,0.11073636874648679,0.23440134907251264,0.7436762225969646,0.7914558740865655
origin,drugban,bindingdb,s42,scaffold_prot50,deployment,0,,,cross_mask,cross_mask,5,1.0,2371,2371,2371,1779,0.5224720457126597,0.046430413451595376,0.056089601081330986,0.5278246205733558,0.5660483417650365,0.15458122540753233,0.4255199550309162,0.46992692523889823,0.5587408656548623
origin,drugban,bindingdb,s42,scaffold_prot50,source_all,0,,,selected,cross_mask,20,0.75,12000,2371,2371,1779,0.5224720457126597,0.04109362812476969,0.0447814852549232,0.5278246205733558,0.5536818437324339,0.1821247892074199,0.4238336143901068,0.5047779651489601,0.5536818437324339
origin,drugban,bindingdb,s42,scaffold_prot50,source_all,0,,,hard,hard,5,0.30000000000000004,12000,2371,2371,1779,0.5224720457126597,1.27036070621811e-05,0.029623541308319012,0.5278246205733558,0.5278246205733558,0.0,0.3991006183249016,0.0011242270938729624,0.5323215289488477
origin,drugban,bindingdb,s42,scaffold_prot50,source_all,0,,,cross_mask,cross_mask,20,0.75,12000,2371,2371,1779,0.5224720457126597,0.04109362812476969,0.0447814852549232,0.5278246205733558,0.5536818437324339,0.1821247892074199,0.4238336143901068,0.5047779651489601,0.5536818437324339
origin,drugban,bindingdb,s42,scaffold_prot50,source_all+deployment,0,,,selected,hard,5,0.8250000000000001,14371,2371,2371,1779,0.5224720457126597,0.3161908742368308,0.33474195162974574,0.5278246205733558,0.7729061270376616,0.11579539066891512,0.23552557616638561,0.7329960652051715,0.7802136031478358
origin,drugban,bindingdb,s42,scaffold_prot50,source_all+deployment,0,,,hard,hard,5,0.8250000000000001,14371,2371,2371,1779,0.5224720457126597,0.3161908742368308,0.33474195162974574,0.5278246205733558,0.7729061270376616,0.11579539066891512,0.23552557616638561,0.7329960652051715,0.7802136031478358
origin,drugban,bindingdb,s42,scaffold_prot50,source_all+deployment,0,,,cross_mask,cross_mask,8,0.8500000000000001,14371,2371,2371,1779,0.5224720457126597,0.030296197302261962,0.039059780634113195,0.5278246205733558,0.5430016863406408,0.16582349634626195,0.4328274311410905,0.45531197301854975,0.5435637998875773
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,0,,,selected,cross_mask,50,0.8,2371,2371,2371,1779,0.5224720457126597,0.04727266259981855,0.06542992817380566,0.5278246205733558,0.5778527262507026,0.1253513209668353,0.4328274311410905,0.297920179876335,0.5711073636874648
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,0,,,hard,hard,50,0.5750000000000001,2371,2371,2371,1779,0.5224720457126597,0.03308400387205934,0.058305745333329884,0.5278246205733558,0.5441259134345138,0.1579539066891512,0.38673412029229903,0.38785834738617203,0.5660483417650365
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,0,,,cross_mask,cross_mask,50,0.8,2371,2371,2371,1779,0.5224720457126597,0.04727266259981855,0.06542992817380566,0.5278246205733558,0.5778527262507026,0.1253513209668353,0.4328274311410905,0.297920179876335,0.5711073636874648
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,1,,,selected,hard,50,0.65,2371,2371,2371,1779,0.5224720457126597,0.049873090965448674,0.06626836623991006,0.5278246205733558,0.5637998875772906,0.15964024732996066,0.4052838673412029,0.4390106801573918,0.5823496346261945
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,1,,,hard,hard,50,0.65,2371,2371,2371,1779,0.5224720457126597,0.049873090965448674,0.06626836623991006,0.5278246205733558,0.5637998875772906,0.15964024732996066,0.4052838673412029,0.4390106801573918,0.5823496346261945
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,1,,,cross_mask,cross_mask,50,0.8250000000000001,2371,2371,2371,1779,0.5224720457126597,0.06275454852650852,0.0742995866246261,0.5278246205733558,0.5722315907813378,0.048903878583473864,0.4255199550309162,0.14783586284429454,0.5823496346261945
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,2,,,selected,hard,35,0.5750000000000001,2371,2371,2371,1779,0.5224720457126597,0.04179740795601494,0.05866652777389603,0.5278246205733558,0.5503091624508151,0.1315345699831366,0.3850477796514896,0.327150084317032,0.5637998875772906
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,2,,,hard,hard,35,0.5750000000000001,2371,2371,2371,1779,0.5224720457126597,0.04179740795601494,0.05866652777389603,0.5278246205733558,0.5503091624508151,0.1315345699831366,0.3850477796514896,0.327150084317032,0.5637998875772906
origin,drugban,bindingdb,s42,scaffold_prot50,source_matched,2,,,cross_mask,cross_mask,50,0.75,2371,2371,2371,1779,0.5224720457126597,0.050747099131327245,0.06044249204119012,0.5278246205733558,0.5654862282181,0.15177065767284992,0.4272062956717257,0.3962900505902192,0.5694210230466554
